© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->Fetal Adult Manuscript->de_Cd140_vs_A2B5 - High confidence
Workspace	My Projects
Project	Fetal Adult Manuscript
Analysis	de_Cd140_vs_A2B5 - High confidence
Date	Sun Aug 02 00:40:13 PDT 2020
Analysis ID	19590486

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Fetal Adult Manuscript->de_Cd140_vs_A2B5 - High confidence
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Kinetochore Metaphase Signaling Pathway	4.49E-01	1.0	3.96E-02	AURKB,CCNB1,H2AC18/H2AC19,MAD1L1	
Estrogen Biosynthesis	4.6E-01		4.88E-02	AKR1C3,CYP1B1	
Mechanisms of Viral Exit from Host Cells	4.6E-01		4.88E-02	ACTG2,PRKCB	
Mevalonate Pathway I	4.62E-01		7.14E-02	HMGCS1	
Apoptosis Signaling	4.66E-01	0.0	4.04E-02	PLCG2,RPS6KA1,TNF,TNFRSF1B	
Xenobiotic Metabolism CAR Signaling Pathway	4.76E-01	1.1338934190276817	3.70E-02	ALDH16A1,ALDH1A3,CHST11,FMO1,NDST2,PRKCB,UGT8	
Necroptosis Signaling Pathway	4.85E-01	1.6329931618554523	3.82E-02	CASP1,GLUL,NLRP3,PLA2G3,TNF,TNFRSF1B	
Cholesterol Biosynthesis I	4.88E-01		7.69E-02	MSMO1	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	4.88E-01		7.69E-02	MSMO1	
Cholesterol Biosynthesis III (via Desmosterol)	4.88E-01		7.69E-02	MSMO1	
Oleate Biosynthesis II (Animals)	4.88E-01		7.69E-02	PTPRT	
Role of IL-17A in Psoriasis	4.88E-01		7.69E-02	CXCL3	
UDP-N-acetyl-D-galactosamine Biosynthesis II	4.88E-01		7.69E-02	HKDC1	
Antiproliferative Role of TOB in T Cell Signaling	4.88E-01		5.13E-02	FCER1G,RPS6KA1	
Cell Cycle: G1/S Checkpoint Regulation	4.91E-01		4.48E-02	CCND1,E2F7,NRG1	
Calcium-induced T Lymphocyte Apoptosis	5.02E-01		4.55E-02	CD4,FCER1G,PRKCB	
Gustation Pathway	5.06E-01		3.90E-02	ADCY2,P2RX4,P2RX7,P2RY1,PDE1A,PDE3B	
Cell Cycle Regulation by BTG Family Proteins	5.19E-01		5.41E-02	CCND1,E2F7	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	5.26E-01		4.69E-02	CCR5,PIK3R5,PIK3R6	
Activation of IRF by Cytosolic Pattern Recognition Receptors	5.38E-01		4.76E-02	CD40,IL6,TNF	
GDP-glucose Biosynthesis	5.48E-01		9.09E-02	HKDC1	
Ketogenesis	5.48E-01		9.09E-02	HMGCS1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	5.49E-01		4.20E-02	FZD2,PIK3R5,PIK3R6,WNT11,WNT5A	
Coagulation System	5.52E-01		5.71E-02	SERPINA1,SERPIND1	
Noradrenaline and Adrenaline Degradation	5.52E-01		5.71E-02	ALDH1A3,DHRS9	
Endometrial Cancer Signaling	5.76E-01		5.00E-02	CCND1,PIK3R5,PIK3R6	
Neuroprotective Role of THOP1 in Alzheimer's Disease	5.77E-01	0.0	4.31E-02	AGT,CFD,MMP9,PREP,TPSAB1/TPSB2	
Xenobiotic Metabolism General Signaling Pathway	5.93E-01	2.4494897427831783	4.20E-02	MAP3K1,MAPK13,PIK3R5,PIK3R6,PRKCB,UGT8	
Allograft Rejection Signaling	5.94E-01		4.65E-02	CD40,CD86,FCER1G,TNF	
CNTF Signaling	6.17E-01		5.26E-02	PIK3R5,PIK3R6,RPS6KA1	
Hereditary Breast Cancer Signaling	6.19E-01		4.29E-02	CCNB1,CCND1,GADD45B,PIK3R5,PIK3R6,SFN	
Leucine Degradation I	6.22E-01		1.11E-01	BCAT1	
Sucrose Degradation V (Mammalian)	6.22E-01		1.11E-01	ALDOC	
G Protein Signaling Mediated by Tubby	6.27E-01		6.45E-02	GNG3,PLCG2	
RAR Activation	6.5E-01		4.12E-02	ADCY2,AKR1C3,ALDH1A3,DHRS9,FOS,MAP3K1,MAPK13,PRKCB	
Transcriptional Regulatory Network in Embryonic Stem Cells	6.62E-01		5.56E-02	EOMES,GSX2,PAX6	
FLT3 Signaling in Hematopoietic Progenitor Cells	6.65E-01	2.0	5.00E-02	MAPK13,PIK3R5,PIK3R6,RPS6KA1	
JAK/Stat Signaling	6.65E-01	0.0	5.00E-02	FOS,IL6,PIK3R5,PIK3R6	
Role of MAPK Signaling in the Pathogenesis of Influenza	6.65E-01		5.00E-02	MAPK13,PLA2G3,PLA2G7,TNF	
Gαs Signaling	6.67E-01	1.0	4.67E-02	ADCY2,CHRM3,GNG3,HCK,PTGER4	
Role of p14/p19ARF in Tumor Suppression	6.7E-01		6.90E-02	PIK3R5,PIK3R6	
Sonic Hedgehog Signaling	6.7E-01		6.90E-02	CCNB1,GLI3	
Superpathway of Cholesterol Biosynthesis	6.7E-01		6.90E-02	HMGCS1,MSMO1	
PD-1, PD-L1 cancer immunotherapy pathway	6.78E-01	0.4472135954999579	4.72E-02	PDCD1,PIK3R5,PIK3R6,TNF,TNFRSF1B	
Agrin Interactions at Neuromuscular Junction	6.91E-01	1.0	5.13E-02	ACTG2,ITGAL,ITGB2,NRG1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	6.98E-01	1.386750490563073	3.89E-02	CASP1,CASQ1,CD86,EZR,FCER1G,FOS,IL6,ITGAL,PDK1,PIK3R5,PIK3R6,S1PR3,SYK	
UVC-Induced MAPK Signaling	7.11E-01		5.88E-02	FOS,MAPK13,PRKCB	
Molecular Mechanisms of Cancer	7.14E-01		3.84E-02	ADCY2,APH1B,CCND1,E2F7,FOS,FZD2,GNA15,HIF1A,MAPK13,PIK3R5,PIK3R6,PRKCB,RAPGEF1,WNT11,WNT5A	
Trehalose Degradation II (Trehalase)	7.19E-01		1.43E-01	HKDC1	
Primary Immunodeficiency Signaling	7.29E-01		6.00E-02	CD4,CD40,PTPRC	
TNFR1 Signaling	7.29E-01		6.00E-02	FOS,MAP3K1,TNF	
3-phosphoinositide Degradation	7.32E-01	1.6329931618554523	4.49E-02	ATP1A2,DUSP2,PDCD1,PPP1R1B,PTPRC,SIRPA,TNS3	
FcγRIIB Signaling in B Lymphocytes	7.32E-01	2.0	5.33E-02	PIK3R5,PIK3R6,PLCG2,SYK	
IL-15 Signaling	7.32E-01	2.0	5.33E-02	MAPK13,PIK3R5,PIK3R6,SYK	
Estrogen-mediated S-phase Entry	7.42E-01		7.69E-02	CCND1,E2F7	
Glioma Invasiveness Signaling	7.46E-01	2.0	5.41E-02	MMP2,MMP9,PIK3R5,PIK3R6	
Autoimmune Thyroid Disease Signaling	7.47E-01		6.12E-02	CD40,CD86,FCER1G	
PTEN Signaling	7.57E-01	-0.8164965809277261	4.76E-02	CCND1,FGFR2,MAGI2,PDGFRA,PDGFRB,PIK3R5	
Caveolar-mediated Endocytosis Signaling	7.61E-01		5.48E-02	ACTG2,ITGAL,ITGAX,ITGB2	
Non-Small Cell Lung Cancer Signaling	7.61E-01		5.48E-02	CCND1,PIK3R5,PIK3R6,RASSF5	
Ephrin Receptor Signaling	7.68E-01	1.3416407864998738	4.44E-02	ARPC1B,EPHA3,GNA15,GNG3,PDGFA,PDGFB,RAPGEF1,WAS	
Epithelial Adherens Junction Signaling	7.71E-01		4.61E-02	ACTG2,ARPC1B,HGF,MAGI2,NECTIN1,RAPGEF1,WAS	
Basal Cell Carcinoma Signaling	7.76E-01	0.0	5.56E-02	FZD2,GLI3,WNT11,WNT5A	
Melatonin Signaling	7.76E-01	0.0	5.56E-02	PLCD1,PLCE1,PLCG2,PRKCB	
CCR3 Signaling in Eosinophils	7.79E-01	1.3416407864998738	4.84E-02	GNG3,MAPK13,PIK3R5,PIK3R6,PLA2G3,PRKCB	
Ceramide Biosynthesis	7.8E-01		1.67E-01	SPTLC2	
Glycerol Degradation I	7.8E-01		1.67E-01	GPD1	
Zymosterol Biosynthesis	7.8E-01		1.67E-01	MSMO1	
Ephrin A Signaling	7.84E-01		6.38E-02	EPHA3,PIK3R5,PIK3R6	
Tumoricidal Function of Hepatic Natural Killer Cells	7.97E-01		8.33E-02	ICAM1,ITGAL	
α-Adrenergic Signaling	7.99E-01		5.21E-02	ADCY2,ADRA2A,GNG3,PLCG2,PRKCB	
FAT10 Cancer Signaling Pathway	8.03E-01		6.52E-02	IL6,TNF,TNFRSF1B	
FAK Signaling	8.12E-01		5.26E-02	ACTG2,PIK3R5,PIK3R6,PLCG2,WAS	
Role of JAK1 and JAK3 in γc Cytokine Signaling	8.23E-01		5.80E-02	IL4R,PIK3R5,PIK3R6,SYK	
Apelin Cardiac Fibroblast Signaling Pathway	8.26E-01		8.70E-02	CCN2,IL6	
Ethanol Degradation IV	8.26E-01		8.70E-02	ACSL1,ALDH1A3	
Phospholipase C Signaling	8.3E-01	1.1338934190276817	4.28E-02	ADCY2,FCER1G,FCGR2A,GNG3,PLA2G3,PLCD1,PLCE1,PLCG2,PLD4,PRKCB,SYK	
GNRH Signaling	8.34E-01	0.7071067811865475	4.62E-02	ADCY2,FOS,GNA15,HBEGF,MAP3K1,MAPK13,MMP2,PRKCB	
Nur77 Signaling in T Lymphocytes	8.39E-01	2.0	5.88E-02	CD86,FCER1G,PDK1,PRKCB	
Remodeling of Epithelial Adherens Junctions	8.39E-01		5.88E-02	ACTG2,ARPC1B,DNM3,HGF	
Apelin Pancreas Signaling Pathway	8.45E-01		6.82E-02	PDE3B,PIK3R5,PIK3R6	
Oncostatin M Signaling	8.66E-01		6.98E-02	CHI3L1,MMP3,OSM	
Death Receptor Signaling	8.67E-01	2.23606797749979	5.49E-02	ACTG2,HSPB1,TNF,TNFRSF1B,TNFSF15	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	8.77E-01	1.6329931618554523	4.93E-02	ATP1A2,DUSP2,PDCD1,PPP1R1B,PTPRC,SIRPA,TNS3	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	8.77E-01	1.6329931618554523	4.93E-02	ATP1A2,DUSP2,PDCD1,PPP1R1B,PTPRC,SIRPA,TNS3	
Tight Junction Signaling	8.85E-01		4.76E-02	ACTG2,CEBPA,CLDN6,FOS,MAGI2,NECTIN1,TNF,TNFRSF1B	
Intrinsic Prothrombin Activation Pathway	8.88E-01		7.14E-02	COL1A1,COL1A2,COL3A1	
Retinol Biosynthesis	8.88E-01		7.14E-02	AKR1C3,DHRS9,LIPG	
ErbB2-ErbB3 Signaling	8.9E-01	1.0	6.15E-02	CCND1,NRG1,PIK3R5,PIK3R6	
CXCR4 Signaling	8.95E-01	2.23606797749979	4.79E-02	ADCY2,CD4,FOS,GNA15,GNG3,PIK3R5,PIK3R6,PRKCB	
CTLA4 Signaling in Cytotoxic T Lymphocytes	8.96E-01		5.62E-02	CD86,FCER1G,PIK3R5,PIK3R6,SYK	
NGF Signaling	9E-01	1.6329931618554523	5.26E-02	MAP3K1,NGF,PIK3R5,PIK3R6,PLCG2,RPS6KA1	
B Cell Activating Factor Signaling	9.11E-01		7.32E-02	FOS,MAP3K1,MAPK13	
The Visual Cycle	9.26E-01		1.00E-01	AKR1C3,DHRS9	
Rac Signaling	9.27E-01	2.23606797749979	5.36E-02	ARPC1B,MAP3K1,NCF1,NCF2,PIK3R5,PIK3R6	
Dopamine-DARPP32 Feedback in cAMP Signaling	9.38E-01	-0.3779644730092272	4.91E-02	ADCY2,KCNJ5,PLCD1,PLCE1,PLCG2,PPP1R1B,PRKCB,PRKG1	
Signaling by Rho Family GTPases	9.4E-01	1.414213562373095	4.51E-02	ACTG2,ARPC1B,EZR,FOS,GNA15,GNG3,NCF1,NCF2,PIK3R5,PIK3R6,WAS	
Acetate Conversion to Acetyl-CoA	9.43E-01		2.50E-01	ACSL1	
Airway Inflammation in Asthma	9.43E-01		2.50E-01	TNF	
L-cysteine Degradation I	9.43E-01		2.50E-01	CDO1	
April Mediated Signaling	9.6E-01		7.69E-02	FOS,MAP3K1,MAPK13	
DNA damage-induced 14-3-3σ Signaling	9.63E-01		1.05E-01	CCNB1,SFN	
Methylglyoxal Degradation III	9.63E-01		1.05E-01	AKR1C1/AKR1C2,AKR1C3	
Oxidative Ethanol Degradation III	9.63E-01		1.05E-01	ACSL1,ALDH1A3	
IL-2 Signaling	9.64E-01	1.0	6.56E-02	FOS,PIK3R5,PIK3R6,SYK	
CDK5 Signaling	9.82E-01	-1.6329931618554523	5.56E-02	ADCY2,FOSB,MAPK13,MAPK15,NGF,PPP1R1B	
PCP pathway	9.84E-01	0.0	6.67E-02	CTHRC1,FZD2,WNT11,WNT5A	
Sertoli Cell-Sertoli Cell Junction Signaling	9.87E-01		4.86E-02	ACTG2,CLDN6,MAGI2,MAP3K1,MAPK13,NECTIN1,PRKG1,TNF,WAS	
Maturity Onset Diabetes of Young (MODY) Signaling	1E00		6.78E-02	ABCC9,APOC2,APOD,NEUROD1	
LPS-stimulated MAPK Signaling	1.01E00	1.3416407864998738	6.10E-02	FOS,MAPK13,PIK3R5,PIK3R6,PRKCB	
Semaphorin Neuronal Repulsive Signaling Pathway	1.02E00	-0.3779644730092272	5.38E-02	ACAN,CSPG4,NCAN,PIK3R5,PIK3R6,PLCG2,PRKG1	
Prolactin Signaling	1.03E00	1.3416407864998738	6.17E-02	FOS,PIK3R5,PIK3R6,PLCG2,PRKCB	
Thrombin Signaling	1.03E00	1.414213562373095	4.81E-02	ADCY2,GNA15,GNG3,MAPK13,PIK3R5,PIK3R6,PLCD1,PLCE1,PLCG2,PRKCB	
T Cell Receptor Signaling	1.03E00		5.71E-02	CD4,FOS,MAP3K1,PIK3R5,PIK3R6,PTPRC	
PKCθ Signaling in T Lymphocytes	1.03E00	2.1213203435596424	5.16E-02	CD4,CD86,FCER1G,FOS,MAP3K1,PIK3R5,PIK3R6,PLCG2	
White Adipose Tissue Browning Pathway	1.04E00	-0.3779644730092272	5.43E-02	ADCY2,DIO2,FCER1G,FGFR2,MAPK13,PPARG,PRKG1	
B Cell Development	1.04E00		8.33E-02	CD40,CD86,PTPRC	
IL-17 Signaling	1.04E00		6.25E-02	IL6,MAPK13,MMP3,PIK3R5,PIK3R6	
BEX2 Signaling Pathway	1.06E00	1.3416407864998738	6.33E-02	CCND1,HIF1A,MMP2,NGF,SWAP70	
IL-3 Signaling	1.06E00	1.3416407864998738	6.33E-02	FOS,PIK3R5,PIK3R6,PRKCB,RAPGEF1	
Glycerol-3-phosphate Shuttle	1.06E00		3.33E-01	GPD1	
Thyroid Hormone Metabolism I (via Deiodination)	1.06E00		3.33E-01	DIO2	
Thyronamine and Iodothyronamine Metabolism	1.06E00		3.33E-01	DIO2	
IL-17A Signaling in Fibroblasts	1.07E00		8.57E-02	FOS,IL6,MAPK13	
IL-7 Signaling Pathway	1.08E00	1.3416407864998738	6.41E-02	CCND1,HGF,MAPK13,PIK3R5,PIK3R6	
VDR/RXR Activation	1.08E00		6.41E-02	CEBPA,HES1,PDGFA,PRKCB,SERPINB1	
Factors Promoting Cardiogenesis in Vertebrates	1.09E00	0.0	5.33E-02	CCND1,FZD2,PLCD1,PLCE1,PLCG2,PRKCB,WNT11,WNT5A	
Antiproliferative Role of Somatostatin Receptor 2	1.1E00		6.49E-02	GAD1,GNG3,PIK3R5,PIK3R6,SSTR2	
Inhibition of Angiogenesis by TSP1	1.1E00		8.82E-02	CD36,MAPK13,MMP9	
Retinoate Biosynthesis I	1.1E00		8.82E-02	AKR1C3,ALDH1A3,DHRS9	
Erythropoietin Signaling	1.12E00		6.58E-02	FOS,PIK3R5,PIK3R6,PLCG2,PRKCB	
GDNF Family Ligand-Receptor Interactions	1.12E00	0.4472135954999579	6.58E-02	DOK5,FOS,PIK3R5,PIK3R6,PLCG2	
Neurotrophin/TRK Signaling	1.12E00	0.4472135954999579	6.58E-02	FOS,NGF,PIK3R5,PIK3R6,RPS6KA1	
Nitric Oxide Signaling in the Cardiovascular System	1.12E00	0.8164965809277261	6.06E-02	PDE1A,PDE3B,PIK3R5,PIK3R6,PRKCB,PRKG1	
