© 2000-2023 QIAGEN. All rights reserved.

Analysis Details for My Projects->Aging_scRNA->E2F6vsEGFP - 2023-01-29 06:52 PM
Workspace	My Projects
Project	Aging_scRNA
Analysis	E2F6vsEGFP - 2023-01-29 06:52 PM
Date	Sun Jan 29 15:52:42 PST 2023
Analysis ID	40216311

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Aging_scRNA->E2F6vsEGFP - 2023-01-29 06:52 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Sperm Motility	-0E00		1.95E-02	GNAO1,GNG11,GNG3,GNG5,PDGFRA	
Sphingosine-1-phosphate Signaling	-0E00		1.67E-02	PDGFRA,RHOA	
Spliceosomal Cycle	-0E00		2.04E-02	CTNNBL1	
Superpathway of Inositol Phosphate Compounds	-0E00		1.28E-02	IGBP1,NUDT1,PPP1CA	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	-0E00		4.14E-03	CCND2,CTNNB1,FOS	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	0.0	9.33E-03	DNMT1,FOS,GADD45A,MSN,RDX,RHOA	
Systemic Lupus Erythematosus Signaling	-0E00		6.55E-03	FOS,HNRNPA2B1,SNRNP25,SNRPB,SNRPD1,SNRPF,SNRPG	
T Cell Exhaustion Signaling Pathway	-0E00		3.53E-03	FOS,MAPK10	
T Cell Receptor Signaling	-0E00		4.87E-03	CTNNB1,FOS,ITGB1	
TEC Kinase Signaling	-0E00	-1.0	1.38E-02	FOS,GNAO1,GNG11,GNG3,GNG5,ITGB1,MAPK10,RHOA	
TGF-β Signaling	-0E00		1.04E-02	FOS	
TNFR1 Signaling	-0E00		1.96E-02	FOS	
Thrombopoietin Signaling	-0E00		1.59E-02	FOS	
Tumor Microenvironment Pathway	-0E00		1.12E-02	COL1A2,FOS	
Type I Diabetes Mellitus Signaling	-0E00		9.82E-03	CPE,GAD1,GAD2,HSPD1,MAPK10	
Type II Diabetes Mellitus Signaling	-0E00		1.96E-02	CACNB4,MAPK10,PKM	
VEGF Family Ligand-Receptor Interactions	-0E00		1.19E-02	FOS	
VEGF Signaling	-0E00		1.01E-02	EIF1	
Virus Entry via Endocytic Pathways	-0E00		1.69E-02	CXADR,ITGB1	
Wound Healing Signaling Pathway	-0E00	-1.3416407864998738	1.98E-02	COL1A2,FOS,ITGB1,MAPK10,VIM	
Xenobiotic Metabolism AHR Signaling Pathway	-0E00		2.30E-02	ALDH9A1,GSTP1	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00		1.57E-02	ALDH9A1,GSTP1,RACK1	
Xenobiotic Metabolism General Signaling Pathway	-0E00		6.99E-03	GSTP1	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	-2.0	2.08E-02	ALDH9A1,CAMK2D,GSTP1,PPP1CA	
Xenobiotic Metabolism Signaling	-0E00		1.03E-02	ALDH9A1,CAMK2D,GSTP1	
cAMP-mediated signaling	-0E00		1.69E-02	AKAP12,AKAP9,CAMK2D,GNAO1	
iNOS Signaling	-0E00		2.13E-02	FOS	
nNOS Signaling in Skeletal Muscle Cells	-0E00		2.08E-02	CACNB4	
p70S6K Signaling	-0E00		6.88E-03	EEF2,MAPT,YWHAB,YWHAG	
Antigen Presentation Pathway	2.07E-01		2.56E-02	PSMB6	
Inhibition of Matrix Metalloproteases	2.07E-01		2.56E-02	ADAM17	
Docosahexaenoic Acid (DHA) Signaling	2.13E-01		2.63E-02	APP	
IL-17A Signaling in Fibroblasts	2.13E-01		2.63E-02	FOS	
Glutathione-mediated Detoxification	2.2E-01		2.70E-02	GSTP1	
Noradrenaline and Adrenaline Degradation	2.2E-01		2.70E-02	ALDH9A1	
MIF-mediated Glucocorticoid Regulation	2.28E-01		2.78E-02	MIF	
Ethanol Degradation II	2.35E-01		2.86E-02	ALDH9A1	
Fatty Acid β-oxidation I	2.35E-01		2.86E-02	ACADM	
Oxytocin In Spinal Neurons Signaling Pathway	2.35E-01		2.86E-02	GAD1	
Renal Cell Carcinoma Signaling	2.35E-01		2.53E-02	FOS,RPS27A	
Thyroid Cancer Signaling	2.35E-01		2.53E-02	CTNNB1,FOS	
VDR/RXR Activation	2.41E-01		2.56E-02	CDKN1A,GADD45A	
4-1BB Signaling in T Lymphocytes	2.43E-01		2.94E-02	MAPK10	
Inhibition of Angiogenesis by TSP1	2.43E-01		2.94E-02	MAPK10	
p38 MAPK Signaling	2.45E-01		2.50E-02	H3-3A/H3-3B,HMGN1,MAPT	
TREM1 Signaling	2.46E-01		2.60E-02	ITGB1,TLR10	
Cholecystokinin/Gastrin-mediated Signaling	2.5E-01		2.52E-02	FOS,MAPK10,RHOA	
GDNF Family Ligand-Receptor Interactions	2.51E-01		2.63E-02	FOS,MAPK10	
Macropinocytosis Signaling	2.51E-01		2.63E-02	ITGB1,RHOA	
Macrophage Alternative Activation Signaling Pathway	2.55E-01	-0.4472135954999579	2.48E-02	ACADM,FOS,H3-3A/H3-3B,H4C3,KDM6B	
Dopamine Degradation	2.6E-01		3.12E-02	ALDH9A1	
TNFR2 Signaling	2.6E-01		3.12E-02	FOS	
PI3K/AKT Signaling	2.62E-01	-0.4472135954999579	2.50E-02	CDKN1A,CTNNB1,ITGB1,YWHAB,YWHAG	
Amyotrophic Lateral Sclerosis Signaling	2.63E-01		2.59E-02	CACNB4,GRIA1,GRIA2	
Oxytocin In Brain Signaling Pathway	2.65E-01	0.4472135954999579	2.51E-02	CACNB4,GNAO1,GNG11,GNG3,GNG5	
Pulmonary Healing Signaling Pathway	2.65E-01	-0.4472135954999579	2.51E-02	CFL1,CTNNB1,FOXM1,IDH2,MAPK10	
Synaptic Long Term Depression	2.69E-01	2.0	2.53E-02	CACNB4,GAD1,GNAO1,GRIA1,GRIA2	
Sonic Hedgehog Signaling	2.69E-01		3.23E-02	CDK1	
Melatonin Signaling	2.75E-01		2.78E-02	CAMK2D,GNAO1	
NRF2-mediated Oxidative Stress Response	2.77E-01		2.53E-02	DNAJC1,DNAJC9,FOS,GSTP1,JUNB,PRDX1	
Role of p14/p19ARF in Tumor Suppression	2.79E-01		3.33E-02	E2F1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	2.8E-01		2.56E-02	ADAM17,CTNNB1,EGR1,ID2,RHOA	
Factors Promoting Cardiogenesis in Vertebrates	2.83E-01	1.0	2.61E-02	CAMK2D,CTNNB1,MAPK10,RHOA	
GM-CSF Signaling	2.87E-01		2.86E-02	CAMK2D,RACK1	
Corticotropin Releasing Hormone Signaling	2.88E-01		2.63E-02	CACNB4,FOS,GAD1,GNAO1	
Chaperone Mediated Autophagy Signaling Pathway	2.88E-01	0.5	2.49E-02	APP,ATP6V1G2,BBC3,EEF1A1,EEF1A2,HMGB1,IDH2,MAPT,MLLT11,MTRNR2L12,MTRNR2L8,PSMA2,PSMB3,PSMB6,PSME2,UCHL1	
Glutathione Redox Reactions I	2.89E-01		3.45E-02	GSTP1	
Agrin Interactions at Neuromuscular Junction	2.94E-01		2.90E-02	ITGB1,MAPK10	
Telomerase Signaling	3.03E-01		2.78E-02	CDKN1A,E2F1,TERF2IP	
CD40 Signaling	3.07E-01		2.99E-02	FOS,MAPK10	
Tryptophan Degradation X (Mammalian, via Tryptamine)	3.1E-01		3.70E-02	ALDH9A1	
Activation of IRF by Cytosolic Pattern Recognition Receptors	3.22E-01		3.08E-02	MAPK10,PIN1	
Induction of Apoptosis by HIV1	3.22E-01		3.08E-02	BBC3,MAPK10	
Tryptophan Degradation III (Eukaryotic)	3.22E-01		3.85E-02	ACAT2	
Role of NFAT in Cardiac Hypertrophy	3.25E-01	0.4472135954999579	2.68E-02	CACNB4,CAMK2D,GNG11,GNG3,GNG5,MAPK10	
Ethanol Degradation IV	3.34E-01		4.00E-02	ALDH9A1	
Calcium Signaling	3.41E-01	2.0	2.73E-02	CACNB4,CAMK2D,GRIA1,GRIA2,MYL6,TPM4	
Gαi Signaling	3.45E-01		2.86E-02	GNAO1,GNG11,GNG3,GNG5	
IL-22 Signaling	3.47E-01		4.17E-02	MAPK10	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	3.61E-01		4.35E-02	FDPS	
Vitamin-C Transport	3.61E-01		4.35E-02	GLRX	
ERK/MAPK Signaling	3.62E-01	0.0	2.79E-02	FOS,H3-3A/H3-3B,ITGB1,PPP1CA,YWHAB,YWHAG	
UVA-Induced MAPK Signaling	3.63E-01		3.06E-02	FOS,MAPK10,PARP1	
Role of PKR in Interferon Induction and Antiviral Response	3.66E-01	-1.0	2.94E-02	E2F1,FOS,HMGB1,MAPK10	
STAT3 Pathway	3.72E-01		2.96E-02	CDKN1A,MAPK10,NDUFA13,PDGFRA	
Gα12/13 Signaling	3.84E-01	0.0	3.01E-02	CTNNB1,MAPK10,MYL6,RHOA	
P2Y Purigenic Receptor Signaling Pathway	3.84E-01		3.01E-02	FOS,GNG11,GNG3,GNG5	
HGF Signaling	3.89E-01	-1.0	3.03E-02	CDKN1A,FOS,ITGB1,MAPK10	
Synaptic Long Term Potentiation	3.89E-01	2.0	3.03E-02	CAMK2D,GRIA1,GRIA2,PPP1CA	
Fatty Acid α-oxidation	3.9E-01		4.76E-02	ALDH9A1	
Histamine Degradation	3.9E-01		4.76E-02	ALDH9A1	
Gαq Signaling	3.91E-01		2.94E-02	GNAO1,GNG11,GNG3,GNG5,RHOA	
fMLP Signaling in Neutrophils	3.95E-01		3.05E-02	GNAO1,GNG11,GNG3,GNG5	
Actin Cytoskeleton Signaling	4.06E-01	-1.889822365046136	2.87E-02	CFL1,ITGB1,MSN,MYL6,PFN1,RDX,RHOA	
HMGB1 Signaling	4.07E-01	-1.3416407864998738	2.99E-02	FOS,HAT1,HMGB1,MAPK10,RHOA	
RAR Activation	4.08E-01		2.93E-02	BRD7,FOS,MAPK10,NR2F2,PARP1,SMARCD1	
Transcriptional Regulatory Network in Embryonic Stem Cells	4.15E-01		3.70E-02	H3-3A/H3-3B,H4C3	
Opioid Signaling Pathway	4.17E-01	0.3779644730092272	2.86E-02	CACNB4,CAMK2D,CTNNB1,FOS,GNAO1,GNG11,GNG3,GNG5	
Unfolded protein response	4.19E-01		3.33E-02	DNAJC1,DNAJC9,PDIA6	
Glutaryl-CoA Degradation	4.24E-01		5.26E-02	ACAT2	
Gαs Signaling	4.26E-01		3.17E-02	GNAO1,GNG11,GNG3,GNG5	
Isoleucine Degradation I	4.42E-01		5.56E-02	ACAT2	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	4.42E-01		3.45E-02	ADAM17,BRCA1,CTNNB1	
Amyloid Processing	4.46E-01		3.92E-02	APP,MAPT	
UVC-Induced MAPK Signaling	4.46E-01		3.92E-02	FOS,MAPK10	
Insulin Secretion Signaling Pathway	4.52E-01	1.889822365046136	2.94E-02	CACNB4,CAMK2D,CPE,EIF1,EIF4A2,SNAP25,SPCS2,VAMP2	
Assembly of RNA Polymerase II Complex	4.57E-01		4.00E-02	POLR2J,POLR2L	
TR/RXR Activation	4.67E-01		3.57E-02	ENO1,THRA,UCP2	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.82E-01	0.0	3.39E-02	CACNB4,GNG11,GNG3,GNG5	
Parkinson's Signaling	4.83E-01		6.25E-02	UCHL1	
Ephrin A Signaling	4.92E-01		4.26E-02	CFL1,RHOA	
Thrombin Signaling	4.99E-01		3.11E-02	CAMK2D,GNAO1,GNG11,GNG3,GNG5,MYL6,RHOA	
Cardiac Hypertrophy Signaling	5.04E-01	-1.3416407864998738	3.07E-02	CACNB4,GNAO1,GNG11,GNG3,GNG5,MAPK10,MYL6,RHOA	
Maturity Onset Diabetes of Young (MODY) Signaling	5.13E-01		3.80E-02	CACNB4,GAPDH,UCP2	
Toll-like Receptor Signaling	5.22E-01		3.85E-02	FOS,RPS27A,TLR10	
DNA Double-Strand Break Repair by Homologous Recombination	5.31E-01		7.14E-02	BRCA1	
B Cell Activating Factor Signaling	5.45E-01		4.65E-02	FOS,MAPK10	
α-Adrenergic Signaling	5.53E-01		3.67E-02	GNAO1,GNG11,GNG3,GNG5	
April Mediated Signaling	5.59E-01		4.76E-02	FOS,MAPK10	
ERK5 Signaling	5.63E-01		4.05E-02	FOS,YWHAB,YWHAG	
Mechanisms of Viral Exit from Host Cells	5.73E-01		4.88E-02	LMNB1,SNF8	
Pyrimidine Ribonucleotides De Novo Biosynthesis	5.73E-01		4.88E-02	DHX9,NME4	
White Adipose Tissue Browning Pathway	5.98E-01	0.4472135954999579	3.62E-02	CACNB4,CTBP1,LDHA,RUNX1T1,THRA	
Notch Signaling	6.21E-01		5.26E-02	ADAM17,HES5	
Pyrimidine Ribonucleotides Interconversion	6.21E-01		5.26E-02	DHX9,NME4	
Pentose Phosphate Pathway	6.21E-01		9.09E-02	TALDO1	
Purine Nucleotides De Novo Biosynthesis II	6.21E-01		9.09E-02	PAICS	
