© 2000-2021 QIAGEN. All rights reserved.

Analysis Details for My Projects->Fetal Adult Manuscript->GPC.vs.preGPC.logfc.5 - 2021-08-25 06:36 PM
Workspace	My Projects
Project	Fetal Adult Manuscript
Analysis	GPC.vs.preGPC.logfc.5 - 2021-08-25 06:36 PM
Date	Wed Aug 25 15:36:48 PDT 2021
Analysis ID	38741583

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Fetal Adult Manuscript->GPC.vs.preGPC.logfc.5 - 2021-08-25 06:36 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Graft-versus-Host Disease Signaling	-0E00		8.97E-03	HLA-A,HLA-B,HLA-C,HLA-E	
Hepatic Cholestasis	-0E00		1.06E-02	JUN,TNFRSF1A	
ICOS-ICOSL Signaling in T Helper Cells	-0E00		3.94E-03	HLA-A,HLA-B	
Insulin Receptor Signaling	-0E00		7.14E-03	PPP1CB	
Kinetochore Metaphase Signaling Pathway	-0E00		9.52E-03	PPP1CB	
Lipid Antigen Presentation by CD1	-0E00		2.40E-03	B2M	
NF-κB Signaling	-0E00	1.0	7.02E-03	FGFR1,NTRK3,PDGFRA,TNFRSF1A	
NUR77 Signaling in T Lymphocytes	-0E00		9.77E-03	B2M,HLA-A,HLA-B,HLA-C,HLA-E	
Non-Small Cell Lung Cancer Signaling	-0E00		1.06E-02	CCND1	
PKCθ Signaling in T Lymphocytes	-0E00	0.0	7.17E-03	FOS,HLA-A,HLA-B,JUN	
PPARα/RXRα Activation	-0E00		5.18E-03	JUN	
Phagosome Formation	-0E00	-1.6329931618554523	8.71E-03	ELMO1,HMOX1,MYL12A,MYL12B,PRDX6,RHOA	
RAR Activation	-0E00		1.02E-02	FOS,JUN	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00		4.34E-03	FOS,JUN	
Regulation of eIF4 and p70S6K Signaling	-0E00		5.59E-03	PPP2R2B	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00		8.33E-03	SOX2	
Role of NFAT in Regulation of the Immune Response	-0E00	0.0	1.02E-02	FOS,GNG2,GNG5,HLA-A,HLA-B,JUN	
SAPK/JNK Signaling	-0E00		5.98E-03	GNG2,GNG5,JUN	
Superpathway of Inositol Phosphate Compounds	-0E00		8.62E-03	PPP1CB,PPP2R2B	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	-0E00	1.6329931618554523	8.30E-03	CCND1,FOS,ISG15,JUN,SHC3,TRAF4	
Systemic Lupus Erythematosus Signaling	-0E00		9.66E-03	FOS,HLA-A,HLA-B,HLA-C,HLA-E,JUN	
T Helper Cell Differentiation	-0E00		6.37E-03	HLA-A,HLA-B,TNFRSF1A	
TEC Kinase Signaling	-0E00		6.91E-03	FOS,GNG2,GNG5,RHOA	
eNOS Signaling	-0E00		6.29E-03	HSPA8	
p70S6K Signaling	-0E00		7.58E-03	PPP2R2B	
BMP signaling pathway	2.06E-01		1.15E-02	JUN	
TR/RXR Activation	2.15E-01		1.19E-02	ENO1	
VEGF Family Ligand-Receptor Interactions	2.15E-01		1.19E-02	FOS	
Role of BRCA1 in DNA Damage Response	2.28E-01		1.25E-02	CDKN1A	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	2.34E-01		1.14E-02	PPP1CB,PPP2R2B	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	2.34E-01		1.14E-02	PPP1CB,PPP2R2B	
Heparan Sulfate Biosynthesis	2.35E-01		1.28E-02	PRDX6	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	2.35E-01		1.28E-02	TCF4	
Angiopoietin Signaling	2.39E-01		1.30E-02	GRB14	
TREM1 Signaling	2.39E-01		1.30E-02	CCL2	
Macropinocytosis Signaling	2.42E-01		1.32E-02	RHOA	
Leptin Signaling in Obesity	2.5E-01		1.35E-02	NPY	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.53E-01		1.37E-02	NMB	
Basal Cell Carcinoma Signaling	2.57E-01		1.39E-02	TCF4	
Growth Hormone Signaling	2.61E-01		1.41E-02	FOS	
Heparan Sulfate Biosynthesis (Late Stages)	2.61E-01		1.41E-02	PRDX6	
GM-CSF Signaling	2.65E-01		1.43E-02	CCND1	
SPINK1 General Cancer Pathway	2.69E-01		1.45E-02	MT2A	
ERBB4 Signaling	2.74E-01		1.47E-02	NRG1	
Eicosanoid Signaling	2.78E-01		1.49E-02	PRDX6	
Necroptosis Signaling Pathway	2.82E-01		1.27E-02	GLUL,TNFRSF1A	
Mitotic Roles of Polo-Like Kinase	2.82E-01		1.52E-02	PPP2R2B	
Induction of Apoptosis by HIV1	2.87E-01		1.54E-02	TNFRSF1A	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	2.92E-01		1.18E-02	B2M,HLA-A,HLA-B,HLA-C,HLA-E	
Type II Diabetes Mellitus Signaling	2.97E-01		1.32E-02	PKM,TNFRSF1A	
NAD Signaling Pathway	3E-01		1.32E-02	LDHA,SIRT2	
Semaphorin Signaling in Neurons	3.01E-01		1.61E-02	RHOA	
Type I Diabetes Mellitus Signaling	3.02E-01		1.18E-02	GAD1,HLA-A,HLA-B,HLA-C,HLA-E,TNFRSF1A	
Endometrial Cancer Signaling	3.11E-01		1.67E-02	CCND1	
Dermatan Sulfate Biosynthesis	3.21E-01		1.72E-02	DSEL	
MSP-RON Signaling Pathway	3.21E-01		1.72E-02	CCL2	
Role of IL-17A in Arthritis	3.27E-01		1.75E-02	CCL2	
Hereditary Breast Cancer Signaling	3.29E-01		1.41E-02	CCND1,CDKN1A	
cAMP-mediated signaling	3.29E-01		1.31E-02	ATF4,CREB5,PDE4B	
FAT10 Signaling Pathway	3.32E-01		1.79E-02	PSME2	
Lymphotoxin β Receptor Signaling	3.38E-01		1.82E-02	TRAF4	
EIF2 Signaling	3.43E-01		1.34E-02	ATF4,CCND1,PPP1CB	
Role of NFAT in Cardiac Hypertrophy	3.54E-01		1.36E-02	GNG2,GNG5,SHC3	
OX40 Signaling Pathway	3.56E-01		1.25E-02	B2M,HLA-A,HLA-B,HLA-C,HLA-E,JUN	
T Cell Exhaustion Signaling Pathway	3.56E-01		1.24E-02	FOS,HLA-A,HLA-B,HLA-C,HLA-E,JUN,PPP2R2B	
CTLA4 Signaling in Cytotoxic T Lymphocytes	3.58E-01		1.26E-02	B2M,HLA-A,HLA-B,HLA-C,HLA-E,PPP2R2B	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	3.68E-01		2.00E-02	CDKN1A	
MYC Mediated Apoptosis Signaling	3.68E-01		2.00E-02	TNFRSF1A	
Triacylglycerol Degradation	3.68E-01		2.00E-02	PRDX6	
fMLP Signaling in Neutrophils	3.68E-01		1.53E-02	GNG2,GNG5	
Spliceosomal Cycle	3.75E-01		2.04E-02	HSPA8	
G Beta Gamma Signaling	3.76E-01		1.55E-02	GNG2,GNG5	
Ephrin A Signaling	3.89E-01		2.13E-02	RHOA	
Triacylglycerol Biosynthesis	3.89E-01		2.13E-02	PLPP3	
Dermatan Sulfate Biosynthesis (Late Stages)	4.03E-01		2.22E-02	DSEL	
Th1 Pathway	4.05E-01		1.64E-02	HLA-A,HLA-B	
tRNA Splicing	4.11E-01		2.27E-02	PDE4B	
Adrenomedullin signaling pathway	4.2E-01		1.51E-02	FOS,GAD1,SHC3	
PI3K/AKT Signaling	4.2E-01		1.51E-02	CCND1,CDKN1A,PPP2R2B	
Airway Pathology in Chronic Obstructive Pulmonary Disease	4.23E-01		1.69E-02	APOD,CCL2	
Sphingosine-1-phosphate Signaling	4.23E-01		1.69E-02	PDGFRA,RHOA	
Neuregulin Signaling	4.27E-01		1.71E-02	NRG1,TMEFF2	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.32E-01		1.72E-02	GNG2,GNG5	
Role of Tissue Factor in Cancer	4.32E-01		1.72E-02	CCN1,F3	
CDK5 Signaling	4.51E-01		1.79E-02	PPP1CB,PPP2R2B	
Antioxidant Action of Vitamin C	4.56E-01		1.80E-02	HMOX1,PRDX6	
Insulin Secretion Signaling Pathway	4.59E-01	2.0	1.49E-02	ATF4,CREB5,SEC11C,SNAP25	
IL-17 Signaling	4.63E-01		1.60E-02	CCL2,FOS,JUN	
TWEAK Signaling	4.7E-01		2.70E-02	TNFRSF12A	
Phospholipase C Signaling	4.76E-01	0.0	1.34E-02	ATF4,CREB5,GNG2,GNG5,HMOX1,MYL12A,MYL12B,PPP1CB,RHOA	
Chronic Myeloid Leukemia Signaling	4.77E-01		1.87E-02	CCND1,CDKN1A	
Telomerase Signaling	4.77E-01		1.87E-02	CDKN1A,PPP2R2B	
Dendritic Cell Maturation	4.79E-01	-1.414213562373095	1.36E-02	ATF4,B2M,CREB5,HLA-A,HLA-B,HLA-C,HLA-E,TNFRSF1A	
α-Adrenergic Signaling	4.82E-01		1.89E-02	GNG2,GNG5	
4-1BB Signaling in T Lymphocytes	5E-01		2.94E-02	JUN	
Fatty Acid β-oxidation I	5E-01		2.94E-02	ECI2	
Inhibition of Angiogenesis by TSP1	5E-01		2.94E-02	JUN	
Neuropathic Pain Signaling In Dorsal Horn Neurons	5.1E-01		1.98E-02	FOS,GRIA2	
Airway Inflammation in Asthma	5.11E-01		3.03E-02	CCL2	
Apelin Cardiomyocyte Signaling Pathway	5.22E-01		2.02E-02	MYL12A,MYL12B	
Th1 and Th2 Activation Pathway	5.25E-01		1.74E-02	HLA-A,HLA-B,JUN	
UVA-Induced MAPK Signaling	5.27E-01		2.04E-02	FOS,JUN	
Mitochondrial Dysfunction	5.29E-01		1.75E-02	ATP5PD,MT-CO2,MT-ND2	
Death Receptor Signaling	5.4E-01		2.08E-02	HSPB1,TNFRSF1A	
Small Cell Lung Cancer Signaling	5.4E-01		2.08E-02	CCND1,TRAF4	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	5.52E-01		2.13E-02	EZR,HMOX1	
Aldosterone Signaling in Epithelial Cells	5.61E-01		1.83E-02	CRYAB,HSPA8,HSPB1	
Acute Myeloid Leukemia Signaling	5.72E-01		2.20E-02	CCND1,TCF4	
RANK Signaling in Osteoclasts	5.72E-01		2.20E-02	FOS,JUN	
Unfolded protein response	5.78E-01		2.22E-02	ATF4,HSPA8	
Regulation of Cellular Mechanics by Calpain Protease	5.85E-01		2.25E-02	CCND1,EZR	
Ovarian Cancer Signaling	5.91E-01		1.90E-02	CCND1,CD44,TCF4	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	5.99E-01		2.30E-02	RBPJ,TCF4	
Cardiac Hypertrophy Signaling (Enhanced)	6.02E-01	0.0	1.49E-02	FGFR1,GNG2,GNG5,HSPB1,JUN,PDE4B,RHOA,TNFRSF1A	
Prolactin Signaling	6.06E-01		2.33E-02	FOS,JUN	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	6.06E-01		2.33E-02	CCL2,ISG15	
T Cell Receptor Signaling	6.12E-01	-1.0	1.47E-02	B2M,FOS,HLA-A,HLA-B,HLA-C,HLA-E,JUN,SHC3,TCF4	
Gluconeogenesis I	6.13E-01		4.00E-02	ENO1	
LPS-stimulated MAPK Signaling	6.14E-01		2.35E-02	FOS,JUN	
PEDF Signaling	6.21E-01		2.38E-02	RHOA,TCF4	
Role of MAPK Signaling in the Pathogenesis of Influenza	6.44E-01		2.47E-02	CCL2,PRDX6	
Apelin Cardiac Fibroblast Signaling Pathway	6.45E-01		4.35E-02	SERPINE1	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	6.45E-01		4.35E-02	CCL2	
Endocannabinoid Neuronal Synapse Pathway	6.49E-01		2.04E-02	GNG2,GNG5,GRIA2	
FLT3 Signaling in Hematopoietic Progenitor Cells	6.52E-01		2.50E-02	ATF4,CREB5	
Renal Cell Carcinoma Signaling	6.52E-01		2.50E-02	FOS,JUN	
Calcium Signaling	6.58E-01		1.85E-02	ATF4,CREB5,GRIA2,TPM2	
IL-3 Signaling	6.6E-01		2.53E-02	FOS,JUN	
IL-7 Signaling Pathway	6.68E-01		2.56E-02	CCND1,JUN	
Maturity Onset Diabetes of Young (MODY) Signaling	6.68E-01		2.56E-02	APOD,APOE	
VDR/RXR Activation	6.68E-01		2.56E-02	CDKN1A,SPP1	
Integrin Signaling	6.72E-01		1.88E-02	MYL12A,MYL12B,PPP1CB,RHOA	
PI3K Signaling in B Lymphocytes	6.73E-01		2.10E-02	ATF4,FOS,JUN	
Dopamine Receptor Signaling	6.76E-01		2.60E-02	PPP1CB,PPP2R2B	
mTOR Signaling	6.77E-01	-1.0	1.89E-02	HMOX1,PPP2R2B,RHOA,RICTOR	
Putrescine Degradation III	6.8E-01		4.76E-02	SAT1	
Gαi Signaling	7.03E-01		2.17E-02	GNG2,GNG5,SHC3	
RAC Signaling	7.03E-01		2.17E-02	CD44,JUN,RHOA	
Th2 Pathway	7.09E-01		2.19E-02	HLA-A,HLA-B,JUN	
Agrin Interactions at Neuromuscular Junction	7.39E-01		2.86E-02	JUN,NRG1	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	7.4E-01		5.56E-02	CCL2	
Gap Junction Signaling	7.48E-01		2.02E-02	GAD1,GRIA2,TUBA1C,TUBB6	
GABA Receptor Signaling	7.48E-01		2.29E-02	GAD1,GNG2,GNG5	
Remodeling of Epithelial Adherens Junctions	7.58E-01		2.94E-02	TUBA1C,TUBB6	
Regulation of the Epithelial-Mesenchymal Transition Pathway	7.64E-01		2.05E-02	FGFR1,RBPJ,RHOA,TCF4	
CD40 Signaling	7.68E-01		2.99E-02	FOS,JUN	
Clathrin-mediated Endocytosis Signaling	7.75E-01		2.07E-02	APOD,APOE,CLU,HSPA8	
Phospholipases	7.78E-01		3.03E-02	HMOX1,PRDX6	
FXR/RXR Activation	7.82E-01		2.38E-02	APOD,APOE,CLU	
Pancreatic Adenocarcinoma Signaling	7.82E-01		2.38E-02	CCND1,CDKN1A,HMOX1	
Reelin Signaling in Neurons	7.82E-01		2.38E-02	APOE,MAP1B,RHOA	
Xenobiotic Metabolism PXR Signaling Pathway	7.86E-01	-2.0	2.09E-02	GSTP1,MGST1,MGST3,PPP1CB	
Extrinsic Prothrombin Activation Pathway	7.86E-01		6.25E-02	F3	
Activation of IRF by Cytosolic Pattern Recognition Receptors	7.89E-01		3.08E-02	ISG15,JUN	
Glioma Signaling	7.97E-01		2.42E-02	CCND1,CDKN1A,PDGFRA	
WNT/Ca+ pathway	7.99E-01		3.12E-02	ATF4,CREB5	
Xenobiotic Metabolism CAR Signaling Pathway	8.03E-01	-1.0	2.13E-02	GSTP1,MGST1,MGST3,PPP2R2B	
IL-15 Production	8.04E-01		2.44E-02	FGFR1,NTRK3,PDGFRA	
Thrombopoietin Signaling	8.1E-01		3.17E-02	FOS,JUN	
Choline Biosynthesis III	8.12E-01		6.67E-02	HMOX1	
IL-2 Signaling	8.32E-01		3.28E-02	FOS,JUN	
Cholecystokinin/Gastrin-mediated Signaling	8.34E-01		2.52E-02	FOS,JUN,RHOA	
Leukotriene Biosynthesis	8.39E-01		7.14E-02	MGST3	
PAK Signaling	8.42E-01		2.54E-02	MYL12A,MYL12B,PDGFRA	
PCP (Planar Cell Polarity) Pathway	8.44E-01		3.33E-02	JUN,RHOA	
Dopamine-DARPP32 Feedback in cAMP Signaling	8.45E-01	2.0	2.21E-02	ATF4,CREB5,PPP1CB,PPP2R2B	
Bladder Cancer Signaling	8.58E-01		2.59E-02	CCND1,CDKN1A,MMP16	
Amyotrophic Lateral Sclerosis Signaling	8.66E-01		2.61E-02	GLUL,GRIA2,GRID2	
Oleate Biosynthesis II (Animals)	8.69E-01		7.69E-02	SCD5	
CREB Signaling in Neurons	8.7E-01	2.6457513110645903	1.66E-02	ATF4,CREB5,FGFR1,GNG2,GNG5,GRIA2,GRID2,NTRK3,PDGFRA,SHC3	
Erythropoietin Signaling Pathway	8.7E-01		2.26E-02	CCND1,FOS,JUN,SHC3	
CD27 Signaling in Lymphocytes	8.79E-01		3.51E-02	FOS,JUN	
Role of CHK Proteins in Cell Cycle Checkpoint Control	8.79E-01		3.51E-02	CDKN1A,PPP2R2B	
EGF Signaling	9.05E-01		3.64E-02	FOS,JUN	
Oxidative Phosphorylation	9.07E-01		2.73E-02	ATP5PD,MT-CO2,MT-ND2	
Gαq Signaling	9.16E-01	-1.0	2.35E-02	GNG2,GNG5,HMOX1,RHOA	
Transcriptional Regulatory Network in Embryonic Stem Cells	9.18E-01		3.70E-02	PAX6,SOX2	
Senescence Pathway	9.42E-01	0.0	2.02E-02	CCND1,CDKN1A,JUN,PPP2R2B,SERPINE1,ZFP36L1	
UVB-Induced MAPK Signaling	9.45E-01		3.85E-02	FOS,JUN	
UVC-Induced MAPK Signaling	9.59E-01		3.92E-02	FOS,JUN	
Mouse Embryonic Stem Cell Pluripotency	9.61E-01		2.88E-02	ID1,SOX2,TCF4	
CDC42 Signaling	9.62E-01	0.4472135954999579	1.74E-02	B2M,FOS,HLA-A,HLA-B,HLA-C,HLA-E,JUN,MYL12A,MYL12B,PPP1CB	
Sirtuin Signaling Pathway	9.67E-01	-0.8164965809277261	2.05E-02	JUN,LDHA,MT-ND2,NQO1,SIRT2,TUBA1C	
Sumoylation Pathway	9.7E-01		2.91E-02	FOS,JUN,RHOA	
FAT10 Cancer Signaling Pathway	9.73E-01		4.00E-02	EEF1A1,TNFRSF1A	
Melanoma Signaling	9.73E-01		4.00E-02	CCND1,CDKN1A	
Calcium Transport I	9.76E-01		1.00E-01	ANXA5	
Embryonic Stem Cell Differentiation into Cardiac Lineages	9.76E-01		1.00E-01	SOX2	
Pentose Phosphate Pathway	9.76E-01		1.00E-01	TKT	
Apelin Muscle Signaling Pathway	1E00		4.17E-02	GNG2,GNG5	
p53 Signaling	1.02E00		3.06E-02	CCND1,CDKN1A,JUN	
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	1.03E00		4.35E-02	SOX2,SPP1	
TGF-β Signaling	1.04E00		3.12E-02	FOS,JUN,SERPINE1	
Opioid Signaling Pathway	1.05E00	1.3416407864998738	2.17E-02	ATF4,CREB5,FOS,GNG2,GNG5,TCF4	
ERBB Signaling	1.06E00		3.19E-02	FOS,JUN,NRG1	
Melanocyte Development and Pigmentation Signaling	1.06E00		3.19E-02	ATF4,CREB5,SOX10	
G Protein Signaling Mediated by Tubby	1.07E00		4.55E-02	GNG2,GNG5	
MIF Regulation of Innate Immunity	1.07E00		4.55E-02	FOS,JUN	
Superoxide Radicals Degradation	1.07E00		1.25E-01	NQO1	
IL-4 Signaling	1.07E00		3.23E-02	HLA-A,HLA-B,HMGA1	
Cellular Effects of Sildenafil (Viagra)	1.07E00		2.68E-02	MYL12A,MYL12B,PDE4B,PPP1CB	
B Cell Activating Factor Signaling	1.08E00		4.65E-02	FOS,JUN	
B Cell Development	1.08E00		4.65E-02	HLA-A,HLA-B	
Oncostatin M Signaling	1.08E00		4.65E-02	CHI3L1,MT2A	
April Mediated Signaling	1.1E00		4.76E-02	FOS,JUN	
Ephrin Receptor Signaling	1.13E00	0.4472135954999579	2.49E-02	ATF4,CREB5,GNG2,GNG5,RHOA	
PDGF Signaling	1.15E00		3.49E-02	FOS,JUN,PDGFRA	
Inhibition of Matrix Metalloproteases	1.16E00		5.13E-02	MMP16,TIMP1	
FGF Signaling	1.17E00		3.57E-02	ATF4,CREB5,FGFR1	
Notch Signaling	1.18E00		5.26E-02	DLL3,RBPJ	
Role of PKR in Interferon Induction and Antiviral Response	1.19E00	1.0	2.94E-02	FOS,HSPA8,JUN,TNFRSF1A	
White Adipose Tissue Browning Pathway	1.19E00	1.0	2.94E-02	ATF4,CREB5,FGFR1,LDHA	
Pentose Phosphate Pathway (Non-oxidative Branch)	1.19E00		1.67E-01	TKT	
Pyruvate Fermentation to Lactate	1.19E00		1.67E-01	LDHA	
Adipogenesis pathway	1.19E00		2.96E-02	FGFR1,SIRT2,TNFRSF1A,TXNIP	
CCR3 Signaling in Eosinophils	1.19E00		2.96E-02	GNG2,GNG5,PPP1CB,RHOA	
STAT3 Pathway	1.19E00		2.96E-02	CDKN1A,FGFR1,NTRK3,PDGFRA	
Cell Cycle Regulation by BTG Family Proteins	1.2E00		5.41E-02	CCND1,PPP2R2B	
JAK/STAT Signaling	1.2E00		3.66E-02	CDKN1A,FOS,JUN	
Endothelin-1 Signaling	1.21E00	1.0	2.62E-02	FOS,HMOX1,JUN,PRDX6,SHC3	
LPS/IL-1 Mediated Inhibition of RXR Function	1.21E00		2.39E-02	APOE,GSTP1,JUN,MGST1,MGST3,TNFRSF1A	
Gα12/13 Signaling	1.21E00	-1.0	3.01E-02	JUN,MYL12A,MYL12B,RHOA	
HGF Signaling	1.22E00	2.0	3.03E-02	CCND1,CDKN1A,FOS,JUN	
Axonal Guidance Signaling	1.24E00		1.98E-02	GNG2,GNG5,LRRC4C,MMP16,MYL12A,MYL12B,NTRK3,RHOA,TUBA1C,TUBB6	
Actin Cytoskeleton Signaling	1.25E00	-1.6329931618554523	2.45E-02	EZR,MYL12A,MYL12B,PPP1CB,RHOA,TMSB10/TMSB4X	
Toll-like Receptor Signaling	1.25E00		3.85E-02	FOS,JUN,TRAF4	
Synaptic Long Term Potentiation	1.25E00	2.0	3.10E-02	ATF4,CREB5,GRIA2,PPP1CB	
IL-6 Signaling	1.26E00	0.0	3.12E-02	FOS,HSPB1,JUN,TNFRSF1A	
Creatine-phosphate Biosynthesis	1.27E00		2.00E-01	CKB	
Glutamate Degradation III (via 4-aminobutyrate)	1.27E00		2.00E-01	GAD1	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	1.28E00		3.95E-02	CCL2,JUN,PRDX6	
Circadian Rhythm Signaling	1.29E00		6.06E-02	ATF4,CREB5	
TNFR2 Signaling	1.31E00		6.25E-02	FOS,JUN	
Glioma Invasiveness Signaling	1.32E00		4.11E-02	CD44,RHOA,TIMP1	
Gαs Signaling	1.34E00	1.0	3.31E-02	ATF4,CREB5,GNG2,GNG5	
ERK5 Signaling	1.34E00		4.17E-02	ATF4,CREB5,FOS	
Ephrin B Signaling	1.34E00		4.17E-02	GNG2,GNG5,RHOA	
IL-10 Signaling	1.34E00		4.17E-02	FOS,HMOX1,JUN	
Cardiac β-adrenergic Signaling	1.35E00		2.87E-02	GNG2,GNG5,PDE4B,PPP1CB,PPP2R2B	
Renin-Angiotensin Signaling	1.35E00	1.0	3.33E-02	CCL2,FOS,JUN,SHC3	
Fatty Acid β-oxidation III (Unsaturated, Odd Number)	1.36E00		2.50E-01	ECI2	
Heme Degradation	1.36E00		2.50E-01	HMOX1	
Spermine and Spermidine Degradation I	1.36E00		2.50E-01	SAT1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	1.37E00		3.39E-02	HLA-A,HLA-B,HLA-C,HLA-E	
p38 MAPK Signaling	1.37E00	0.0	3.39E-02	ATF4,CREB5,HSPB1,TNFRSF1A	
Xenobiotic Metabolism Signaling	1.37E00		2.43E-02	FTL,GSTP1,HMOX1,MGST1,MGST3,NQO1,PPP2R2B	
Germ Cell-Sertoli Cell Junction Signaling	1.37E00		2.92E-02	EPN2,RHOA,TNFRSF1A,TUBA1C,TUBB6	
Glioblastoma Multiforme Signaling	1.37E00	1.0	2.92E-02	CCND1,CDKN1A,PDGFRA,RHOA,SHC3	
HER-2 Signaling in Breast Cancer	1.38E00	0.0	2.64E-02	CCND1,CDKN1A,FOS,JUN,MT-CO2,NRG1	
MSP-RON Signaling In Macrophages Pathway	1.38E00	2.0	3.42E-02	ATF4,CREB5,FOS,JUN	
Androgen Signaling	1.39E00		2.96E-02	CCND1,GNG2,GNG5,JUN,TGFB1I1	
Regulation of Actin-based Motility by Rho	1.39E00	-1.0	3.45E-02	MYL12A,MYL12B,PPP1CB,RHOA	
Cell Cycle: G1/S Checkpoint Regulation	1.4E00		4.41E-02	CCND1,CDKN1A,NRG1	
